DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,DAYS PRESENT,DAYS ABSENT,TOTAL DAYS,% PRESENT,AVERAGE DAILY ATTENDANCE,AVERAGE DAILY MEMBERSHIP,SUMMER DAYS PRESENT ,SUMMER DAYS ABSENT ,TOTAL SUMMER DAYS ,% SUMMER DAYS PRESENT
44,MONROE,0391,BIG PINE ACADEMY,"15,593",901,"16,494",94.5%,87,92,0,0,0,
45,NASSAU,0031,FERNANDINA BEACH MIDDLE SCHOOL,"115,729","7,990","123,719",93.5%,643,687,0,0,0,
45,NASSAU,0071,SOUTHSIDE ELEMENTARY SCHOOL,"110,223","7,560","117,783",93.6%,612,654,0,0,0,
45,NASSAU,0081,EMMA LOVE HARDEE ELEMENTARY,"105,473","5,718","111,191",94.9%,586,618,0,0,0,
45,NASSAU,0102,YULEE ELEMENTARY SCHOOL,"121,861","7,891","129,752",93.9%,677,721,0,0,0,
45,NASSAU,0121,CALLAHAN ELEMENTARY SCHOOL,"114,392","8,264","122,656",93.3%,636,681,0,0,0,
45,NASSAU,0131,CALLAHAN MIDDLE SCHOOL,"129,293","11,752","141,045",91.7%,718,784,0,0,0,
45,NASSAU,0151,HILLIARD MIDDLE-SENIOR HIGH,"118,503","10,776","129,279",91.7%,658,718,0,0,0,
45,NASSAU,0181,BRYCEVILLE ELEMENTARY SCHOOL,"31,626","2,042","33,668",93.9%,176,187,0,0,0,
45,NASSAU,0191,WEST NASSAU COUNTY HIGH SCHOOL,"160,306","16,013","176,319",90.9%,891,980,912,0,912,100.0%
45,NASSAU,0221,YULEE MIDDLE SCHOOL,"168,518","11,742","180,260",93.5%,936,"1,001",0,0,0,
45,NASSAU,0231,YULEE HIGH SCHOOL,"211,526","19,399","230,925",91.6%,"1,175","1,283",855,0,855,100.0%
45,NASSAU,0241,HILLIARD ELEMENTARY SCHOOL,"117,246","9,003","126,249",92.9%,651,701,0,0,0,
45,NASSAU,0242,WILDLIGHT ELEMENTARY,"122,518","6,903","129,421",94.7%,681,719,"3,146",295,"3,441",91.4%
45,NASSAU,0261,CALLAHAN INTERMEDIATE SCHOOL,"99,051","6,878","105,929",93.5%,550,588,0,0,0,
45,NASSAU,0271,YULEE PRIMARY SCHOOL,"121,546","8,421","129,967",93.5%,675,722,0,0,0,
45,NASSAU,0291,FERNANDINA BEACH HIGH SCHOOL,"156,606","14,259","170,865",91.7%,870,949,720,0,720,100.0%
45,NASSAU,7001,NASSAU VIRTUAL INSTRUCTION PROGRAM,758,25,783,96.8%,4,4,0,0,0,
45,NASSAU,7004,NASSAU VIRTUAL FRANCHISE,"9,089",118,"9,207",98.7%,50,51,"4,748",0,"4,748",100.0%
45,NASSAU,7023,NASSAU VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),"1,165",8,"1,173",99.3%,6,7,0,0,0,
45,NASSAU,9998,HOME EDUCATION PROGRAM STUDENTS,"6,662",271,"6,933",96.1%,37,39,0,0,0,
45,NASSAU,9999,OUT OF STATE/NON-PUBLIC SCHOOL,"4,495",145,"4,640",96.9%,25,26,0,0,0,
46,OKALOOSA,0031,ANNETTE P. EDWINS ELEMENTARY SCHOOL,"80,051","5,012","85,063",94.1%,445,473,39,6,45,86.7%
46,OKALOOSA,0041,BAKER SCHOOL,"245,859","17,188","263,047",93.5%,"1,366","1,461","2,713",0,"2,713",100.0%
46,OKALOOSA,0051,BOB SIKES ELEMENTARY SCHOOL,"141,559","7,701","149,260",94.8%,786,829,0,0,0,
46,OKALOOSA,0082,CLIFFORD MEIGS MIDDLE SCHOOL,"94,470","5,137","99,607",94.8%,525,553,187,40,227,82.4%
46,OKALOOSA,0092,SHOAL RIVER MIDDLE SCHOOL,"141,604","8,224","149,828",94.5%,787,832,414,30,444,93.2%
46,OKALOOSA,0121,C. W. RUCKEL MIDDLE SCHOOL,"203,400","8,118","211,518",96.2%,"1,130","1,175",0,0,0,
46,OKALOOSA,0131,DESTIN ELEMENTARY SCHOOL,"160,800","8,956","169,756",94.7%,893,943,505,63,568,88.9%
46,OKALOOSA,0151,LULA J. EDGE ELEMENTARY SCHOOL,"95,132","4,553","99,685",95.4%,529,554,0,0,0,
46,OKALOOSA,0161,EGLIN ELEMENTARY SCHOOL,"86,435","4,272","90,707",95.3%,480,504,0,0,0,
46,OKALOOSA,0201,LAUREL HILL SCHOOL,"63,018","4,622","67,640",93.2%,350,376,675,102,777,86.9%
46,OKALOOSA,0211,NICEVILLE SENIOR HIGH SCHOOL,"345,129","23,054","368,183",93.7%,"1,917","2,045","8,610",0,"8,610",100.0%
46,OKALOOSA,0222,NORTHWOOD ELEMENTARY SCHOOL,"148,865","9,627","158,492",93.9%,827,881,329,10,339,97.1%
46,OKALOOSA,0241,SILVER SANDS-EXCEP. CHILDREN,"22,621","3,130","25,751",87.8%,126,143,"1,180",217,"1,397",84.5%
46,OKALOOSA,0251,RIVERSIDE ELEMENTARY SCHOOL,"145,634","7,838","153,472",94.9%,809,853,"1,203",126,"1,329",90.5%
46,OKALOOSA,0271,W. C. PRYOR MIDDLE SCHOOL,"116,061","7,510","123,571",93.9%,645,687,818,31,849,96.3%
46,OKALOOSA,0281,WRIGHT ELEMENTARY SCHOOL,"104,182","6,597","110,779",94.0%,579,615,"1,104",109,"1,213",91.0%
46,OKALOOSA,0431,SHALIMAR ELEMENTARY SCHOOL,"108,297","6,154","114,451",94.6%,602,636,0,0,0,
46,OKALOOSA,0541,ELLIOTT POINT ELEMENTARY SCHOOL,"98,146","5,911","104,057",94.3%,545,578,451,102,553,81.6%
46,OKALOOSA,0561,MARY ESTHER ELEMENTARY SCHOOL,"97,298","5,822","103,120",94.4%,541,573,632,59,691,91.5%
46,OKALOOSA,0571,JAMES E PLEW ELEMENTARY SCHOOL,"136,438","5,891","142,329",95.9%,758,791,0,0,0,
46,OKALOOSA,0581,CHOCTAWHATCHEE SENIOR HIGH SCHOOL,"263,861","24,015","287,876",91.7%,"1,466","1,599","3,207",0,"3,207",100.0%
46,OKALOOSA,0601,CRESTVIEW HIGH SCHOOL,"330,757","32,192","362,949",91.1%,"1,838","2,016","6,379",86,"6,465",98.7%
46,OKALOOSA,0621,KENWOOD ELEMENTARY SCHOOL,"103,403","5,478","108,881",95.0%,574,605,0,0,0,
46,OKALOOSA,0631,FLOROSA ELEMENTARY SCHOOL,"94,055","5,646","99,701",94.3%,523,554,0,0,0,
46,OKALOOSA,0641,FORT WALTON BEACH HIGH SCHOOL,"283,339","21,256","304,595",93.0%,"1,574","1,692","3,830",69,"3,899",98.2%
46,OKALOOSA,0651,MAX BRUNER JUNIOR MIDDLE SCHOOL,"132,466","8,154","140,620",94.2%,736,781,949,0,949,100.0%
46,OKALOOSA,0671,ADDIE R. LEWIS SCHOOL,"128,025","6,680","134,705",95.0%,711,748,"1,652",233,"1,885",87.6%
46,OKALOOSA,0681,LONGWOOD ELEMENTARY SCHOOL,"101,466","6,587","108,053",93.9%,564,600,"1,220",241,"1,461",83.5%
46,OKALOOSA,0701,OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL,"15,177","4,435","19,612",77.4%,84,109,0,0,0,
46,OKALOOSA,0721,OKALOOSA STEMM CENTER,"47,108","3,078","50,186",93.9%,262,279,57,7,64,89.1%
46,OKALOOSA,0731,WALKER ELEMENTARY SCHOOL,"145,618","9,252","154,870",94.0%,809,860,"1,241",221,"1,462",84.9%
46,OKALOOSA,0741,BLUEWATER ELEMENTARY SCHOOL,"164,675","5,923","170,598",96.5%,915,948,0,0,0,
46,OKALOOSA,0751,ANTIOCH ELEMENTARY SCHOOL,"160,723","7,432","168,155",95.6%,893,934,0,0,0,
46,OKALOOSA,0761,DAVIDSON MIDDLE SCHOOL,"181,845","10,542","192,387",94.5%,"1,010","1,069",721,70,791,91.2%
46,OKALOOSA,0771,DESTIN MIDDLE SCHOOL,"129,939","7,199","137,138",94.8%,722,762,272,37,309,88.0%
46,OKALOOSA,0791,EMERALD COAST CAREER INSTITUTE N,"8,894","2,190","11,084",80.2%,49,62,0,0,0,
46,OKALOOSA,0801,RICHBOURG SCHOOL,"10,088","1,803","11,891",84.8%,56,66,355,80,435,81.6%
46,OKALOOSA,0811,SOUTHSIDE PRIMARY SCHOOL,"58,257","4,132","62,389",93.4%,324,347,0,0,0,
46,OKALOOSA,7001,OKALOOSA VIRTUAL INSTRUCTION PROGRAM,"10,497",25,"10,522",99.8%,58,58,0,0,0,
46,OKALOOSA,7023,OKALOOSA ONLINE NON FRANCHISED,"51,618",113,"51,731",99.8%,287,287,0,0,0,
46,OKALOOSA,9800,OKALOOSA ACADEMY,"30,168","13,248","43,416",69.5%,168,241,0,0,0,
46,OKALOOSA,9805,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,"49,640",947,"50,587",98.1%,276,281,"1,760",0,"1,760",100.0%
46,OKALOOSA,9807,LIZA JACKSON PREPARATORY SCHOOL,"145,400","5,901","151,301",96.1%,808,841,0,0,0,
46,OKALOOSA,9811,CRESTVIEW YOUTH ACADEMY,"7,625",48,"7,673",99.4%,42,43,"2,996",3,"2,999",99.9%
46,OKALOOSA,9812,OKALOOSA YOUTH ACADEMY,"12,117",99,"12,216",99.2%,67,68,"3,365",20,"3,385",99.4%
46,OKALOOSA,9813,OKALOOSA REGIONAL DETENTION,"3,048",159,"3,207",95.0%,17,18,"1,170",7,"1,177",99.4%
46,OKALOOSA,9815,AMI KIDS EMERALD COAST,"3,422","1,074","4,496",76.1%,19,25,0,0,0,
46,OKALOOSA,9818,NORTHWEST FLORIDA BALLET ACADEMIE,"23,697",810,"24,507",96.7%,132,136,0,0,0,
46,OKALOOSA,9819,ADJUDICATED YOUTH FACILITY,"1,477",200,"1,677",88.1%,8,9,0,0,0,
46,OKALOOSA,9998,HOME EDUCATION PROGRAM STUDENTS,"38,158",246,"38,404",99.4%,212,213,0,0,0,
47,OKEECHOBEE,0031,CENTRAL ELEMENTARY SCHOOL,"92,204","4,432","96,636",95.4%,512,537,0,0,0,
47,OKEECHOBEE,0101,OKEECHOBEE HIGH SCHOOL,"269,780","33,087","302,867",89.1%,"1,499","1,683",67,0,67,100.0%
47,OKEECHOBEE,0112,SOUTH ELEMENTARY SCHOOL,"95,809","6,752","102,561",93.4%,532,570,0,0,0,
47,OKEECHOBEE,0113,OKEECHOBEE ACHIEVEMENT ACADEMY,"26,573","3,586","30,159",88.1%,148,168,0,0,0,
47,OKEECHOBEE,0121,YEARLING MIDDLE SCHOOL,"119,508","10,496","130,004",91.9%,664,722,63,0,63,100.0%
47,OKEECHOBEE,0161,NORTH ELEMENTARY SCHOOL,"106,942","6,157","113,099",94.6%,594,628,698,60,758,92.1%
47,OKEECHOBEE,0171,EVERGLADES ELEMENTARY SCHOOL,"113,804","6,401","120,205",94.7%,632,668,0,0,0,
47,OKEECHOBEE,0181,SEMINOLE ELEMENTARY SCHOOL,"94,626","5,650","100,276",94.4%,526,557,0,0,0,
47,OKEECHOBEE,0201,OSCEOLA MIDDLE SCHOOL,"127,755","10,789","138,544",92.2%,710,770,0,0,0,
47,OKEECHOBEE,7004,OKEECHOBEE VIRTUAL FRANCHISE,"2,386",0,"2,386",100.0%,13,13,0,0,0,
47,OKEECHOBEE,7023,OKEECHOBEE VIRTUAL INSTRUCTION PROGRAM,795,0,795,100.0%,4,4,0,0,0,
47,OKEECHOBEE,8017,OKEECHOBEE INTENSIVE HALFWAY HOUSE,"1,050",0,"1,050",100.0%,6,6,"2,171",0,"2,171",100.0%
47,OKEECHOBEE,9004,STUDENT SERV./SPECIAL PROGRAMS,295,0,295,100.0%,2,2,0,0,0,
47,OKEECHOBEE,9101,TANTIE JUVENILE RESIDENTIAL FACILITY,"1,716",0,"1,716",100.0%,10,10,"5,615",0,"5,615",100.0%
47,OKEECHOBEE,9106,CYPRESS JUVENILE RESIDENTIAL FACILITY,"1,426",0,"1,426",100.0%,8,8,"2,424",0,"2,424",100.0%
48,ORANGE,0011,HOSPITAL HOMEBOUND,"12,600",810,"13,410",94.0%,70,75,0,0,0,
48,ORANGE,0031,LA AMISTAD,"7,206",341,"7,547",95.5%,40,42,0,0,0,
48,ORANGE,0032,ESTEEM ACADEMY,"4,673","1,077","5,750",81.3%,26,32,0,0,0,
48,ORANGE,0033,RENAISSANCE CHARTER SCHOOL AT GOLDENROD,"184,295","7,253","191,548",96.2%,"1,024","1,064",0,0,0,
48,ORANGE,0035,ESE TRANSITION,"19,661","1,571","21,232",92.6%,109,118,596,49,645,92.4%
48,ORANGE,0040,PROSPERITAS LEADERSHIP ACADEMY CHARTER,"15,740","10,832","26,572",59.2%,87,148,0,0,0,
48,ORANGE,0041,SIMON YOUTH FOUND ACAD AT OUTLET MKTPLCE,"5,837","1,128","6,965",83.8%,32,39,141,4,145,97.2%
48,ORANGE,0042,BETA,"10,736","3,238","13,974",76.8%,60,78,257,13,270,95.2%
48,ORANGE,0043,UNIVERSITY BEHAVIORAL CENTER,920,11,931,98.8%,5,5,0,0,0,
48,ORANGE,0053,PASSPORT CHARTER,"30,250","1,511","31,761",95.2%,168,176,0,0,0,
48,ORANGE,0055,PRINCETON HOUSE CHARTER,"22,941","2,172","25,113",91.4%,127,140,0,0,0,
48,ORANGE,0056,LAKE EOLA CHARTER,"35,389","1,887","37,276",94.9%,197,207,0,0,0,
48,ORANGE,0061,HOPE CHARTER,"75,167","2,678","77,845",96.6%,418,432,0,0,0,
48,ORANGE,0062,NAP FORD COMMUNITY CHARTER,"15,992",886,"16,878",94.8%,89,94,0,0,0,
48,ORANGE,0065,UCP DOWNTOWN CHARTER,"24,226","5,075","29,301",82.7%,135,163,0,0,0,
48,ORANGE,0068,UCP WEST ORANGE CHARTER,"28,163","3,143","31,306",90.0%,156,174,0,0,0,
48,ORANGE,0070,UCP PINE HILLS CHARTER,"25,770","2,488","28,258",91.2%,143,157,0,0,0,
48,ORANGE,0072,OAKLAND AVENUE CHARTER,"91,794","4,643","96,437",95.2%,510,536,0,0,0,
48,ORANGE,0074,WORKFORCE ADVANTAGE ACADEMY CHARTER,"37,922","6,454","44,376",85.5%,211,247,0,0,0,
48,ORANGE,0080,LEGENDS ACADEMY CHARTER,"43,843",244,"44,087",99.4%,244,245,0,0,0,
48,ORANGE,0084,SHEELER HIGH CHARTER,"33,715","11,800","45,515",74.1%,187,253,0,0,0,
48,ORANGE,0085,CHANCERY HIGH CHARTER,"43,404","21,255","64,659",67.1%,241,359,0,0,0,
48,ORANGE,0089,ORLANDO SCIENCE MIDDLE HIGH CHARTER,"180,445","9,782","190,227",94.9%,"1,002","1,057",0,0,0,
48,ORANGE,0090,UCP EAST CHARTER,"47,473","5,299","52,772",90.0%,264,293,0,0,0,
48,ORANGE,0101,AMIKIDS ORLANDO,"7,752",495,"8,247",94.0%,43,46,738,19,757,97.5%
48,ORANGE,0111,WILLIAM R BOONE HIGH,"472,992","40,451","513,443",92.1%,"2,628","2,852","4,877",692,"5,569",87.6%
48,ORANGE,0113,PROJECT COMPASS,"5,378",855,"6,233",86.3%,30,35,197,6,203,97.0%
48,ORANGE,0114,JUVENILE OFFENDERS PROGRAM,"1,537",390,"1,927",79.8%,9,11,118,23,141,83.7%
48,ORANGE,0119,LEGACY HIGH CHARTER,"37,071","1,633","38,704",95.8%,206,215,0,0,0,
48,ORANGE,0120,ALOMA HIGH CHARTER,"54,157","20,343","74,500",72.7%,301,414,0,0,0,
48,ORANGE,0121,EDGEWATER HIGH,"334,637","24,603","359,240",93.2%,"1,859","1,996","1,267",0,"1,267",100.0%
48,ORANGE,0122,POSITIVE PATHWAYS TRANSITION CENTER,"43,083","13,314","56,397",76.4%,239,313,0,0,0,
48,ORANGE,0128,UNIVERSAL EDUCATION CENTER,"4,694",197,"4,891",96.0%,26,27,394,5,399,98.7%
48,ORANGE,0131,HOWARD MIDDLE,"172,466","7,190","179,656",96.0%,958,998,953,185,"1,138",83.7%
48,ORANGE,0133,CORNERSTONE ACADEMY CHARTER,"173,402","6,472","179,874",96.4%,963,999,0,0,0,
48,ORANGE,0141,LAKEVILLE ELEMENTARY,"115,322","6,282","121,604",94.8%,641,676,"1,522",274,"1,796",84.7%
48,ORANGE,0142,CHEROKEE,"3,587",914,"4,501",79.7%,20,25,172,148,320,53.8%
48,ORANGE,0146,CORNERSTONE CHARTER ACADEMY HIGH SCHOOL,"80,804","4,188","84,992",95.1%,449,472,0,0,0,
48,ORANGE,0149,CENTRAL FLORIDA LEADERSHIP ACADEMY CHARTER,"34,499","2,437","36,936",93.4%,192,205,0,0,0,
48,ORANGE,0151,MEMORIAL MIDDLE,"135,675","10,212","145,887",93.0%,754,810,"1,099",2,"1,101",99.8%
48,ORANGE,0152,INNOVATIONS MIDDLE CHARTER,"27,489","7,195","34,684",79.3%,153,193,0,0,0,
48,ORANGE,0155,PINECREST PREPARATORY CHARTER,"40,390","2,314","42,704",94.6%,224,237,0,0,0,
48,ORANGE,0156,CYPRESS SPRINGS ELEMENTARY,"137,220","7,302","144,522",94.9%,762,803,"1,400",227,"1,627",86.0%
48,ORANGE,0163,ASPIRE ACADEMY CHARTER,"19,334","1,656","20,990",92.1%,107,117,0,0,0,
48,ORANGE,0172,INNOVATION MONTESSORI OCOEE,"101,673","6,554","108,227",93.9%,565,601,0,0,0,
48,ORANGE,0177,ACCESS CHARTER,"22,644","2,068","24,712",91.6%,126,137,0,0,0,
48,ORANGE,0182,KIDS COMMUNITY COLLEGE CHARTER,"31,694","2,828","34,522",91.8%,176,192,0,0,0,
48,ORANGE,0183,UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER,"15,617","2,816","18,433",84.7%,87,102,0,0,0,
48,ORANGE,0185,RENAISSANCE CHARTER SCHOOL AT CHICKASAW TRAIL,"177,686","10,994","188,680",94.2%,987,"1,048",0,0,0,
48,ORANGE,0200,ORLANDO SCIENCE ELEMENTARY CHARTER,"119,114","6,760","125,874",94.6%,662,699,0,0,0,
48,ORANGE,0201,HILLCREST ELEMENTARY,"66,058","2,380","68,438",96.5%,367,380,0,0,0,
48,ORANGE,0202,SUNSHINE HIGH CHARTER,"37,776","17,263","55,039",68.6%,210,306,0,0,0,
48,ORANGE,0203,PINECREST CREEK CHARTER,"18,056","1,218","19,274",93.7%,100,107,0,0,0,
48,ORANGE,0204,RENAISSANCE CHARTER SCHOOL AT HUNTERS CREEK,"204,380","13,541","217,921",93.8%,"1,135","1,211",0,0,0,
48,ORANGE,0206,ORANGE COUNTY PREPARATORY ACADEMY CHARTER,"51,815","2,081","53,896",96.1%,288,299,0,0,0,
48,ORANGE,0212,OAKSHIRE ELEMENTARY,"117,783","6,476","124,259",94.8%,654,690,701,146,847,82.8%
48,ORANGE,0213,LAWTON CHILES ELEMENTARY,"117,923","7,895","125,818",93.7%,655,699,806,193,999,80.7%
48,ORANGE,0214,ENDEAVOR ELEMENTARY,"121,503","5,932","127,435",95.3%,675,708,0,0,0,
48,ORANGE,0215,THREE POINTS ELEMENTARY,"81,118","5,450","86,568",93.7%,451,481,"1,266",199,"1,465",86.4%
48,ORANGE,0216,CITRUS ELEMENTARY,"102,860","4,588","107,448",95.7%,571,597,811,129,940,86.3%
48,ORANGE,0217,CAMELOT ELEMENTARY,"121,602","7,964","129,566",93.9%,676,720,0,0,0,
48,ORANGE,0221,LAKE COMO SCHOOL,"105,224","5,415","110,639",95.1%,585,615,"1,975",50,"2,025",97.5%
48,ORANGE,0222,AVALON ELEMENTARY,"146,030","5,922","151,952",96.1%,811,844,0,0,0,
48,ORANGE,0231,PINELOCH ELEMENTARY,"137,669","9,973","147,642",93.2%,765,820,"1,636",274,"1,910",85.7%
48,ORANGE,0232,WEST CREEK ELEMENTARY,"148,765","7,445","156,210",95.2%,826,868,0,0,0,
48,ORANGE,0235,THORNEBROOKE ELEMENTARY,"130,003","5,156","135,159",96.2%,722,751,0,0,0,
48,ORANGE,0236,EAGLES NEST ELEMENTARY,"122,792","7,819","130,611",94.0%,682,726,980,183,"1,163",84.3%
48,ORANGE,0238,PINECREST ACADEMY AVALON,"31,445","1,467","32,912",95.5%,175,183,0,0,0,
48,ORANGE,0241,LAKE GEM ELEMENTARY,"112,119","5,150","117,269",95.6%,623,651,0,0,0,
48,ORANGE,0242,LEGACY MIDDLE,"157,306","8,909","166,215",94.6%,874,923,"1,614",62,"1,676",96.3%
48,ORANGE,0245,FREEDOM MIDDLE,"213,019","14,658","227,677",93.6%,"1,183","1,265","1,929",238,"2,167",89.0%
48,ORANGE,0251,PRINCETON ELEMENTARY,"77,048","3,458","80,506",95.7%,428,447,272,70,342,79.5%
48,ORANGE,0252,OCOEE HIGH,"420,817","40,376","461,193",91.2%,"2,338","2,562","4,553",693,"5,246",86.8%
48,ORANGE,0253,WEST OAKS ELEMENTARY,"104,006","4,696","108,702",95.7%,578,604,"1,718",218,"1,936",88.7%
48,ORANGE,0259,EAST LAKE ELEMENTARY,"100,024","5,522","105,546",94.8%,556,586,240,26,266,90.2%
48,ORANGE,0261,RIVERDALE ELEMENTARY,"103,702","7,717","111,419",93.1%,576,619,"1,370",249,"1,619",84.6%
48,ORANGE,0271,ORLO VISTA ELEMENTARY,"101,990","5,759","107,749",94.7%,567,599,"1,352",250,"1,602",84.4%
48,ORANGE,0272,INNOVATION MONTESSORI HIGH SCHOOL,"3,881",279,"4,160",93.3%,22,23,0,0,0,
48,ORANGE,0282,APOPKA MIDDLE,"185,272","13,578","198,850",93.2%,"1,029","1,105","1,514",337,"1,851",81.8%
48,ORANGE,0301,LAKE GEORGE ELEMENTARY,"104,123","6,209","110,332",94.4%,578,613,0,0,0,
48,ORANGE,0311,KILLARNEY ELEMENTARY,"70,762","5,351","76,113",93.0%,393,423,675,81,756,89.3%
48,ORANGE,0321,ANDOVER ELEMENTARY,"141,247","7,221","148,468",95.1%,785,825,620,56,676,91.7%
48,ORANGE,0322,WHISPERING OAK ELEMENTARY,"189,230","9,167","198,397",95.4%,"1,051","1,102",545,64,609,89.5%
48,ORANGE,0331,LAUREATE PARK ELEMENTARY,"139,269","5,796","145,065",96.0%,774,806,0,0,0,
48,ORANGE,0342,OCOEE MIDDLE,"232,725","14,075","246,800",94.3%,"1,293","1,371",0,0,0,
48,ORANGE,0352,LAKEVIEW MIDDLE,"150,273","10,471","160,744",93.5%,835,893,"1,657",560,"2,217",74.7%
48,ORANGE,0361,TILDENVILLE ELEMENTARY,"91,697","4,424","96,121",95.4%,509,534,947,138,"1,085",87.3%
48,ORANGE,0381,HUNTERS CREEK MIDDLE,"230,364","10,843","241,207",95.5%,"1,280","1,340","2,108",126,"2,234",94.4%
48,ORANGE,0395,VILLAGE,"2,540",3,"2,543",99.9%,14,14,159,0,159,100.0%
48,ORANGE,0401,PINEWOOD ELEMENTARY,"99,105","5,125","104,230",95.1%,551,579,"1,636",333,"1,969",83.1%
48,ORANGE,0421,LOCKHART ELEMENTARY,"76,665","5,609","82,274",93.2%,426,457,"1,087",255,"1,342",81.0%
48,ORANGE,0431,UNION PARK ELEMENTARY,"86,282","4,918","91,200",94.6%,479,507,643,148,791,81.3%
48,ORANGE,0441,DEVEREUX TREATMENT PROGRAM,"5,887",9,"5,896",99.8%,33,33,329,0,329,100.0%
48,ORANGE,0461,ZELLWOOD ELEMENTARY,"104,639","6,585","111,224",94.1%,581,618,755,113,868,87.0%
48,ORANGE,0511,DILLARD STREET ELEMENTARY,"91,926","5,741","97,667",94.1%,511,543,"1,504",273,"1,777",84.6%
48,ORANGE,0521,LAKE SILVER ELEMENTARY,"93,649","5,677","99,326",94.3%,520,552,"1,551",235,"1,786",86.8%
48,ORANGE,0531,BALDWIN PARK ELEMENTARY,"147,249","6,999","154,248",95.5%,818,857,871,136,"1,007",86.5%
48,ORANGE,0541,DREAM LAKE ELEMENTARY,"139,268","8,080","147,348",94.5%,774,819,"1,244",197,"1,441",86.3%
48,ORANGE,0551,CONWAY ELEMENTARY,"100,817","6,081","106,898",94.3%,560,594,"2,021",375,"2,396",84.3%
48,ORANGE,0561,LAKEMONT ELEMENTARY,"113,145","5,841","118,986",95.1%,629,661,550,109,659,83.5%
48,ORANGE,0571,GLENRIDGE MIDDLE,"230,428","13,116","243,544",94.6%,"1,280","1,353","1,799",591,"2,390",75.3%
48,ORANGE,0581,COLLEGE PARK MIDDLE,"159,876","12,143","172,019",92.9%,888,956,777,38,815,95.3%
48,ORANGE,0591,GATEWAY,"10,468","4,566","15,034",69.6%,58,84,223,39,262,85.1%
48,ORANGE,0601,ORLANDO GIFTED ACADEMY,"28,766","1,280","30,046",95.7%,160,167,0,0,0,
48,ORANGE,0611,AZALEA PARK ELEMENTARY,"97,833","7,059","104,892",93.3%,544,583,631,134,765,82.5%
48,ORANGE,0621,PINE HILLS ELEMENTARY,"120,594","9,035","129,629",93.0%,670,720,"2,127",374,"2,501",85.0%
48,ORANGE,0631,BLANKNER K-8,"168,675","8,027","176,702",95.5%,937,982,0,0,0,
48,ORANGE,0641,ROCK LAKE ELEMENTARY,"63,185","4,434","67,619",93.4%,351,376,748,130,878,85.2%
48,ORANGE,0651,LAKE WESTON ELEMENTARY,"91,641","8,103","99,744",91.9%,509,554,698,177,875,79.8%
48,ORANGE,0661,COLONIAL HIGH,"549,851","54,467","604,318",91.0%,"3,055","3,357","3,052",615,"3,667",83.2%
48,ORANGE,0671,MAYNARD EVANS HIGH,"394,499","53,812","448,311",88.0%,"2,192","2,491","2,913",567,"3,480",83.7%
48,ORANGE,0681,ENGELWOOD ELEMENTARY,"92,809","6,334","99,143",93.6%,516,551,"1,093",19,"1,112",98.3%
48,ORANGE,0691,OAK RIDGE HIGH,"417,026","50,116","467,142",89.3%,"2,317","2,595","5,493",0,"5,493",100.0%
48,ORANGE,0701,CATALINA ELEMENTARY,"123,920","9,858","133,778",92.6%,688,743,"1,562",332,"1,894",82.5%
48,ORANGE,0711,CHENEY ELEMENTARY,"90,149","5,380","95,529",94.4%,501,531,669,137,806,83.0%
48,ORANGE,0721,LOCKHART MIDDLE,"147,399","11,084","158,483",93.0%,819,880,"1,194",476,"1,670",71.5%
48,ORANGE,0731,MAITLAND MIDDLE,"137,384","7,015","144,399",95.1%,763,802,591,17,608,97.2%
48,ORANGE,0741,SALLY RIDE ELEMENTARY,"73,585","5,682","79,267",92.8%,409,440,"1,108",273,"1,381",80.2%
48,ORANGE,0751,BROOKSHIRE ELEMENTARY,"98,958","5,827","104,785",94.4%,550,582,378,44,422,89.6%
48,ORANGE,0771,NORTHLAKE PARK COMMUNITY ELEMENTARY,"158,869","7,819","166,688",95.3%,883,926,0,0,0,
48,ORANGE,0781,DOVER SHORES ELEMENTARY,"71,023","4,318","75,341",94.3%,395,419,843,178,"1,021",82.6%
48,ORANGE,0791,MOLLIE RAY ELEMENTARY,"82,948","6,375","89,323",92.9%,461,496,955,114,"1,069",89.3%
48,ORANGE,0811,TANGELO PARK ELEMENTARY,"112,255","7,398","119,653",93.8%,624,665,857,188,"1,045",82.0%
48,ORANGE,0821,LOVELL ELEMENTARY,"123,442","7,684","131,126",94.1%,686,728,723,182,905,79.9%
48,ORANGE,0831,CHICKASAW ELEMENTARY,"111,353","7,622","118,975",93.6%,619,661,578,154,732,79.0%
48,ORANGE,0841,SPRING LAKE ELEMENTARY,"100,353","5,759","106,112",94.6%,558,590,907,106,"1,013",89.5%
48,ORANGE,0851,LANCASTER ELEMENTARY,"135,370","9,606","144,976",93.4%,752,805,"1,342",277,"1,619",82.9%
48,ORANGE,0861,ROLLING HILLS ELEMENTARY,"82,217","7,419","89,636",91.7%,457,498,0,0,0,
48,ORANGE,0871,BONNEVILLE ELEMENTARY,"98,889","7,198","106,087",93.2%,549,589,971,133,"1,104",88.0%
