DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,DAYS PRESENT,DAYS ABSENT,TOTAL DAYS,% PRESENT,AVERAGE DAILY ATTENDANCE,AVERAGE DAILY MEMBERSHIP,SUMMER DAYS PRESENT ,SUMMER DAYS ABSENT ,TOTAL SUMMER DAYS ,% SUMMER DAYS PRESENT
48,ORANGE,0881,HIAWASSEE ELEMENTARY,"110,972","6,265","117,237",94.7%,617,651,"2,001",284,"2,285",87.6%
48,ORANGE,0891,MICHAEL MCCOY ELEMENTARY,"99,059","6,211","105,270",94.1%,550,585,"1,091",8,"1,099",99.3%
48,ORANGE,0901,PERSHING PINE CASTLE ELEMENTARY,"74,311","4,874","79,185",93.8%,413,440,0,0,0,
48,ORANGE,0911,UNION PARK MIDDLE,"133,093","10,670","143,763",92.6%,739,799,"1,551",162,"1,713",90.5%
48,ORANGE,0921,ROBINSWOOD MIDDLE,"208,018","12,476","220,494",94.3%,"1,156","1,225","1,518",49,"1,567",96.9%
48,ORANGE,0931,DR. PHILLIPS HIGH,"632,617","58,353","690,970",91.6%,"3,515","3,839","6,718","1,232","7,950",84.5%
48,ORANGE,0941,PRAIRIE LAKE ELEMENTARY,"150,283","7,615","157,898",95.2%,835,877,968,82,"1,050",92.2%
48,ORANGE,0961,PALM LAKE ELEMENTARY,"115,898","5,891","121,789",95.2%,644,677,0,0,0,
48,ORANGE,0971,VENTURA ELEMENTARY,"122,007","8,550","130,557",93.5%,678,725,"1,631",310,"1,941",84.0%
48,ORANGE,0981,ARBOR RIDGE K-8,"135,935","6,030","141,965",95.8%,755,789,"1,395",126,"1,521",91.7%
48,ORANGE,0991,CLAY SPRINGS ELEMENTARY,"131,367","6,565","137,932",95.2%,730,766,0,0,0,
48,ORANGE,1001,UNIVERSITY HIGH,"468,464","36,002","504,466",92.9%,"2,603","2,803","5,726",65,"5,791",98.9%
48,ORANGE,1002,ECON RIVER HIGH CHARTER,"32,730","14,516","47,246",69.3%,182,262,0,0,0,
48,ORANGE,1003,LUCIOUS AND EMMA NIXON ACADEMY CHARTER,"19,855","1,290","21,145",93.9%,110,117,0,0,0,
48,ORANGE,1009,BRIDGEPREP ACADEMY CHARTER,"59,258","1,665","60,923",97.3%,329,338,0,0,0,
48,ORANGE,1010,RENAISSANCE CHARTER AT CROWN POINT,"168,151","11,780","179,931",93.5%,934,"1,000",0,0,0,
48,ORANGE,1011,ROCK SPRINGS ELEMENTARY,"135,492","8,496","143,988",94.1%,753,800,"2,107",231,"2,338",90.1%
48,ORANGE,1014,OCPS ACADEMIC CENTER FOR EXCELLENCE,"170,146","6,826","176,972",96.1%,945,983,"1,380",224,"1,604",86.0%
48,ORANGE,1021,METROWEST ELEMENTARY,"109,380","6,458","115,838",94.4%,608,644,809,75,884,91.5%
48,ORANGE,1031,SOUTHWEST MIDDLE,"247,540","14,761","262,301",94.4%,"1,375","1,457","1,976",257,"2,233",88.5%
48,ORANGE,1041,MEADOW WOODS ELEMENTARY,"133,529","8,268","141,797",94.2%,742,788,"1,086",115,"1,201",90.4%
48,ORANGE,1051,WATERBRIDGE ELEMENTARY,"231,259","13,931","245,190",94.3%,"1,285","1,362",570,96,666,85.6%
48,ORANGE,1061,WINDY RIDGE K-8,"205,430","8,785","214,215",95.9%,"1,141","1,190",786,154,940,83.6%
48,ORANGE,1071,BAY MEADOWS ELEMENTARY,"104,095","5,171","109,266",95.3%,578,607,0,0,0,
48,ORANGE,1081,JOHN YOUNG ELEMENTARY,"131,173","7,765","138,938",94.4%,729,772,"2,660",599,"3,259",81.6%
48,ORANGE,1091,WATERFORD ELEMENTARY,"127,122","6,314","133,436",95.3%,706,741,313,22,335,93.4%
48,ORANGE,1111,STONEWALL JACKSON MIDDLE,"169,572","13,190","182,762",92.8%,942,"1,015",929,236,"1,165",79.7%
48,ORANGE,1121,DISCOVERY MIDDLE,"154,131","8,272","162,403",94.9%,856,902,"2,046",996,"3,042",67.3%
48,ORANGE,1133,WESTRIDGE MIDDLE,"216,888","13,676","230,564",94.1%,"1,205","1,281","2,711",0,"2,711",100.0%
48,ORANGE,1141,LITTLE RIVER ELEMENTARY,"75,736","4,851","80,587",94.0%,421,448,724,165,889,81.4%
48,ORANGE,1151,JUDSON B WALKER MIDDLE,"165,753","13,444","179,197",92.5%,921,996,"1,024",180,"1,204",85.0%
48,ORANGE,1171,WINEGARD ELEMENTARY,"113,783","8,848","122,631",92.8%,632,681,759,144,903,84.1%
48,ORANGE,1181,DOMMERICH ELEMENTARY,"110,920","4,471","115,391",96.1%,616,641,0,0,0,
48,ORANGE,1191,HUNTERS CREEK ELEMENTARY,"158,832","8,672","167,504",94.8%,882,931,744,66,810,91.9%
48,ORANGE,1201,WESTPOINTE ELEMENTARY,"123,138","7,143","130,281",94.5%,684,724,0,0,0,
48,ORANGE,1221,LAKE SYBELIA ELEMENTARY,"89,523","6,255","95,778",93.5%,497,532,0,0,0,
48,ORANGE,1231,WINDERMERE ELEMENTARY,"120,808","5,730","126,538",95.5%,671,703,294,19,313,93.9%
48,ORANGE,1241,MEADOWBROOK MIDDLE,"159,384","16,894","176,278",90.4%,885,979,"1,921",393,"2,314",83.0%
48,ORANGE,1251,RIVERSIDE ELEMENTARY,"97,812","6,942","104,754",93.4%,543,582,809,77,886,91.3%
48,ORANGE,1261,SADLER ELEMENTARY,"140,286","9,645","149,931",93.6%,779,833,"1,294",192,"1,486",87.1%
48,ORANGE,1271,ROSEMONT ELEMENTARY,"111,081","8,555","119,636",92.8%,617,665,"1,499",225,"1,724",86.9%
48,ORANGE,1281,CORNER LAKE MIDDLE,"157,033","12,760","169,793",92.5%,872,943,"2,210",110,"2,320",95.3%
48,ORANGE,1282,APOPKA ELEMENTARY,"138,900","6,565","145,465",95.5%,772,808,715,89,804,88.9%
48,ORANGE,1291,CHAIN OF LAKES MIDDLE,"223,395","14,694","238,089",93.8%,"1,241","1,323","3,488",811,"4,299",81.1%
48,ORANGE,1311,JUVENILE DETENTION,"35,889","1,147","37,036",96.9%,199,206,"1,794",0,"1,794",100.0%
48,ORANGE,1321,WILLIAM S MAXEY ELEMENTARY,"60,235","3,044","63,279",95.2%,335,352,"1,093",172,"1,265",86.4%
48,ORANGE,1331,ORANGE CENTER ELEMENTARY,"62,641","5,003","67,644",92.6%,348,376,489,96,585,83.6%
48,ORANGE,1341,SOUTHWOOD ELEMENTARY,"85,005","4,188","89,193",95.3%,472,496,0,0,0,
48,ORANGE,1351,HUNGERFORD ELEMENTARY,"48,275","2,874","51,149",94.4%,268,284,741,196,937,79.1%
48,ORANGE,1361,PHYLLIS WHEATLEY ELEMENTARY,"80,059","5,576","85,635",93.5%,445,476,741,98,839,88.3%
48,ORANGE,1371,SUNRISE ELEMENTARY,"91,145","4,629","95,774",95.2%,506,532,0,0,0,
48,ORANGE,1381,MEADOW WOODS MIDDLE,"168,503","10,654","179,157",94.1%,936,995,614,222,836,73.4%
48,ORANGE,1391,CONWAY MIDDLE,"169,556","11,438","180,994",93.7%,942,"1,006","2,560",223,"2,783",92.0%
48,ORANGE,1392,BAY LAKE ELEMENTARY,"203,667","9,737","213,404",95.4%,"1,131","1,186",722,133,855,84.4%
48,ORANGE,1401,ALOMA ELEMENTARY,"95,731","5,485","101,216",94.6%,532,562,0,0,0,
48,ORANGE,1411,WINTER PARK HIGH,"556,826","40,473","597,299",93.2%,"3,093","3,318","2,423",285,"2,708",89.5%
48,ORANGE,1421,IVEY LANE ELEMENTARY,"64,572","4,252","68,824",93.8%,359,382,"1,132",171,"1,303",86.9%
48,ORANGE,1431,RIDGEWOOD PARK ELEMENTARY,"99,832","6,251","106,083",94.1%,555,589,"1,101",96,"1,197",92.0%
48,ORANGE,1441,SHENANDOAH ELEMENTARY,"117,844","6,288","124,132",94.9%,655,690,"1,318",275,"1,593",82.7%
48,ORANGE,1451,COLUMBIA ELEMENTARY,"93,106","5,709","98,815",94.2%,517,549,0,0,0,
48,ORANGE,1461,HIDDEN OAKS ELEMENTARY,"73,107","5,916","79,023",92.5%,406,439,582,38,620,93.9%
48,ORANGE,1482,INDEPENDENCE ELEMENTARY,"232,793","10,894","243,687",95.5%,"1,293","1,354",0,0,0,
48,ORANGE,1491,PALMETTO ELEMENTARY,"155,685","9,455","165,140",94.3%,865,917,"1,113",188,"1,301",85.5%
48,ORANGE,1492,MILLENNIA GARDENS ELEMENTARY,"169,433","13,362","182,795",92.7%,941,"1,016","1,773",256,"2,029",87.4%
48,ORANGE,1501,OAK HILL ELEMENTARY,"88,723","4,876","93,599",94.8%,493,520,"1,202",226,"1,428",84.2%
48,ORANGE,1511,WEST ORANGE HIGH,"409,042","28,868","437,910",93.4%,"2,272","2,433","5,243",725,"5,968",87.9%
48,ORANGE,1521,APOPKA HIGH,"557,863","44,133","601,996",92.7%,"3,099","3,344","6,085",0,"6,085",100.0%
48,ORANGE,1531,OCOEE ELEMENTARY,"133,574","7,605","141,179",94.6%,742,784,800,69,869,92.1%
48,ORANGE,1541,PINAR ELEMENTARY,"67,949","5,504","73,453",92.5%,377,408,0,0,0,
48,ORANGE,1542,WEKIVA HIGH,"347,257","36,639","383,896",90.5%,"1,929","2,133","3,719",458,"4,177",89.0%
48,ORANGE,1551,LIBERTY MIDDLE,"195,239","15,602","210,841",92.6%,"1,085","1,171","1,065",453,"1,518",70.2%
48,ORANGE,1553,MILLENNIA ELEMENTARY,"182,099","11,868","193,967",93.9%,"1,012","1,078","1,599",271,"1,870",85.5%
48,ORANGE,1561,MAGNOLIA SCHOOL,"23,079","2,675","25,754",89.6%,128,143,"1,392",196,"1,588",87.7%
48,ORANGE,1562,WESTBROOKE ELEMENTARY,"115,240","4,963","120,203",95.9%,640,668,0,0,0,
48,ORANGE,1571,LAKE WHITNEY ELEMENTARY,"94,434","3,936","98,370",96.0%,525,547,103,8,111,92.8%
48,ORANGE,1582,MOSS PARK ELEMENTARY,"184,699","8,577","193,276",95.6%,"1,026","1,074",0,0,0,
48,ORANGE,1591,DR. PHILLIPS ELEMENTARY,"124,970","6,533","131,503",95.0%,694,731,"1,130",137,"1,267",89.2%
48,ORANGE,1601,DEERWOOD ELEMENTARY,"87,601","5,225","92,826",94.4%,487,516,0,0,0,
48,ORANGE,1611,WILLIAM FRANGUS ELEMENTARY,"81,209","4,296","85,505",95.0%,451,475,"1,448",219,"1,667",86.9%
48,ORANGE,1612,CASTLE CREEK ELEMENTARY,"138,725","8,444","147,169",94.3%,771,818,352,42,394,89.3%
48,ORANGE,1621,SHINGLE CREEK ELEMENTARY,"147,674","8,477","156,151",94.6%,820,868,"1,582",119,"1,701",93.0%
48,ORANGE,1631,TIMBER CREEK HIGH,"579,582","42,912","622,494",93.1%,"3,220","3,458","4,800",422,"5,222",91.9%
48,ORANGE,1632,OLYMPIA HIGH,"558,146","25,445","583,591",95.6%,"3,101","3,242","4,021","1,159","5,180",77.6%
48,ORANGE,1651,CYPRESS CREEK HIGH,"553,087","50,217","603,304",91.7%,"3,073","3,352","6,211","1,053","7,264",85.5%
48,ORANGE,1662,FREEDOM HIGH,"659,503","49,463","708,966",93.0%,"3,664","3,939","7,372",0,"7,372",100.0%
48,ORANGE,1671,PIEDMONT LAKES MIDDLE,"186,007","11,581","197,588",94.1%,"1,033","1,098","1,626",548,"2,174",74.8%
48,ORANGE,1681,GOTHA MIDDLE,"209,905","12,089","221,994",94.6%,"1,166","1,233","1,023",107,"1,130",90.5%
48,ORANGE,1682,ODYSSEY MIDDLE,"149,753","8,312","158,065",94.7%,832,878,"1,040",334,"1,374",75.7%
48,ORANGE,1691,PACE CENTER FOR GIRLS,"5,555","2,082","7,637",72.7%,31,42,884,95,979,90.3%
48,ORANGE,1702,WOLF LAKE MIDDLE,"233,774","14,138","247,912",94.3%,"1,299","1,377","1,649",282,"1,931",85.4%
48,ORANGE,1703,SOUTH CREEK MIDDLE,"189,446","10,945","200,391",94.5%,"1,052","1,113","1,942",451,"2,393",81.2%
48,ORANGE,1731,SAND LAKE ELEMENTARY,"116,149","6,293","122,442",94.9%,645,680,0,0,0,
48,ORANGE,1741,WYNDHAM LAKES ELEMENTARY,"174,053","8,907","182,960",95.1%,967,"1,016",879,126,"1,005",87.5%
48,ORANGE,1751,WOLF LAKE ELEMENTARY,"210,599","9,156","219,755",95.8%,"1,170","1,221",0,0,0,
48,ORANGE,1752,VISTA LAKES ELEMENTARY,"129,187","6,280","135,467",95.4%,718,753,"1,326",106,"1,432",92.6%
48,ORANGE,1762,BRIDGEWATER MIDDLE,"453,447","21,801","475,248",95.4%,"2,519","2,640","1,762",155,"1,917",91.9%
48,ORANGE,1763,AVALON MIDDLE,"177,574","7,305","184,879",96.0%,987,"1,027",925,57,982,94.2%
48,ORANGE,1771,STONE LAKES ELEMENTARY,"133,257","5,600","138,857",96.0%,740,771,842,95,937,89.9%
48,ORANGE,1776,SUNSET PARK ELEMENTARY,"160,870","8,557","169,427",94.9%,894,941,572,152,724,79.0%
48,ORANGE,1791,KEENES CROSSING ELEMENTARY,"259,789","13,437","273,226",95.1%,"1,443","1,518","1,926",204,"2,130",90.4%
48,ORANGE,1801,EAST RIVER HIGH,"335,744","28,205","363,949",92.3%,"1,865","2,022","1,886",154,"2,040",92.5%
48,ORANGE,1811,ACCELERATION EAST,"36,089","2,414","38,503",93.7%,200,214,530,194,724,73.2%
48,ORANGE,1821,SUNRIDGE ELEMENTARY,"124,347","7,157","131,504",94.6%,691,731,0,0,0,
48,ORANGE,1831,SUN BLAZE ELEMENTARY,"200,354","10,191","210,545",95.2%,"1,113","1,170","1,034",138,"1,172",88.2%
48,ORANGE,1841,ACCELERATION WEST,"46,085","2,803","48,888",94.3%,256,272,705,63,768,91.8%
48,ORANGE,1851,AUDUBON PARK SCHOOL,"140,893","5,418","146,311",96.3%,783,813,155,68,223,69.5%
48,ORANGE,1852,TIMBER SPRINGS MIDDLE,"159,320","7,986","167,306",95.2%,885,929,510,92,602,84.7%
48,ORANGE,1861,WEDGEFIELD SCHOOL,"159,495","9,627","169,122",94.3%,886,940,534,106,640,83.4%
48,ORANGE,1871,INNOVATION MIDDLE,"208,721","10,133","218,854",95.4%,"1,160","1,216","1,014",334,"1,348",75.2%
48,ORANGE,1908,WINDERMERE HIGH SCHOOL,"563,242","42,158","605,400",93.0%,"3,129","3,363","4,545","1,186","5,731",79.3%
48,ORANGE,1911,SUNRIDGE MIDDLE,"241,950","12,691","254,641",95.0%,"1,344","1,415","1,243",140,"1,383",89.9%
48,ORANGE,1921,EAGLE CREEK ELEMENTARY,"175,589","9,428","185,017",94.9%,975,"1,028",717,120,837,85.7%
